postTitle,postDescription,text,likesCount,facebookUrl
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Ghanti dhani ko party ani tyahi vaera ta Goldstar ko owner tyaha xa n she is like a puppet n statue...hami le aba goldstar bahiskar garnu parxa...matra ghanti le lagauda hunxa...Nepal ko brand vanaera k garne Nepal 🇳🇵 ko birodh ma bolda pani sahamati janaunxan..jai mato jai desh 🙏 🇳🇵 Harka Sampang A Revolution @followers @highlight,20,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Yo Randi ko xoro Lai follow garne KO Hola yasto desh drohi kp ko xoro Muji Randi ko xoro talai dekher yati ris uthx ni,2,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Qr bata nikalum na mananiya jui😀,1,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Comment box here ko comment garna maan lage na 🙂,1,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Samsadha ma bolda tali padkau padkau 👏👏👏👏 lagdo bolene. Fb ma bolda gala padkau padkau bolne tapae……,3,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Natikne stunt j pani temporary timro,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,"Ta muji ko aaukat ni hunu paryo ni security sahitko gaadi chadhne.
Muji gwade sungur",0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Lauda jsto Kura Nagar hark,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,“Tesai Guff Nahanw khilli Uday Vaner 🤣Rule lai Follow garw vaneko ho khali”!!,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Hunxa milaudai xu security tension la liu,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Hamro hake lai hainata padheko neta bhanne janta haru aaphaile aaphailai k lekheko hora samrthok re 😂😂😂,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Murkha ko ni maha murkha.ko....upaj ho yao harke.,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Hudaina garib desma netako chai hundaina.des banauneho bhane des lutuwaharusang dajine haina,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Paila traffic rules  palana gar na jatha  kukur,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,"Ani malai kehi चाहिँदैन भन्या हैन र माननीय ज्यू 
म त आफ्नै गाडी लिएर जान्छु भन्नुभएको थियो त अस्ती 😔😂😂
बिर्सिनु भएछ !!",0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Randikoban rules follow gar vanya ho tali bike Nachala vanako hoina 🤬,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,"Sachai Harka sampang vanne manche mananiya ya vanam kunai party ko president ho vanera vanna suhaucha hola, asto immature activities or Facebook posts haru dekhda?",0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Gigi hune thau ma geda vaexi yestai soch auxa hola k.,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Aba talai security jail ma hunxas bistarai umlidai gar,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Rsp party yedi Balenle sath suport nagaridiyera pahilekai jasto vaueko vaye...yo chetri Bahunle tei Kp lai nai vagwan manera ghu chatdai hintyo holla..ramro lai ramro vanunasknunai chetri bahunko mul biami ho.,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,"Neta vayera bike chalauda phone ni chalaune ani 
Thoit neta g😂",0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Gadi matra aeroplane nai dinu paryo Hamro PM lai. Testa nathe bike ko chadne.hamro sarwo hara neta(god)lai Kahi hunu bhayena no pheri. Na bhaye ta Nepal nai rahadaina,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Sala kun din janma vaya xa hark ko badho soch ma xu yrr ma tw 😝,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Tmlai udako haina tmle bike xai udako hola guithe buda… dhanna bachexa..,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Chakchak garney bani xa hajur ko,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Tempo thyo ta paila ko tei chalaune ni mantri huna parxa gadi paunalai ta,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Tin pangre team lai euta auto vaye pugyo ni,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Launa Yarr Bishal Bhandari Sanga Kasai Ko Chinjan Cha Vani Euta Roll Dinu Paryo Vandeu N Yarr Comedy Show Ko Birw Basyera Sara Manxeyy Ko Gidi Khayo Yarr 😡😡,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Pagal vois tw taile jitera terajantalai ke garxas yslai jitaune janta ni pagal hun,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Sahi ho,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,kati post garna sakya hola xyaaa 🙄🙄🙄,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Yo pani ta vrastachar nai ho,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Balen chadeko gadi full security sahit dekhda vitra vitrai aaris le Kati jali raheko raixa hait 😁🤣,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Timi bike ma chada ya cycle ma chada ya 11 no. Gadima chadera hina matlab vayena Tara traffic niyam ko palana gara,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Guithe lai gu de sarkar,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Security sahitko gadi chadne timro aukat pani ta hunu paroni harke kaka 😂😂😂😂😂,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,tyo thik xa sbaie hola dimag ko k garni tw ani🙄,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Yesto vatuwa ni maanxe hudo raix ho muji pagal haami niyam kaanun banaune manxelai niyam palana garnu pardaina rey thukka guithe 🤣🤣🤣,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Yesto gu mute Lai kina. QR dalal,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Harka Sampang A Revolution fb ma hawa post garera sakine vais guithe pagal😆,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,🤣🤣yo pali Helmets ko lock lagnu na birsinu bhoo aba chie ..Aaba chie RSP la Ev car dayals mtlb aja ev m voli tv ma gathaa natrra,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,"sahi ho...tra, sanka chai utha xa biswas kunai sarkhar lai garna hundaina yaha j pani hunxa...mero bichar ma gadi matrai lida thik hunxa...driver aafnai ra ex. uk ex.ind ex.np ex.sgn junai ko vaye pani ek ek jana gari 4 ya 8 jana security ra bodyguard ani commando talim prapta byakti lai....hatiyar sahit rakhda ati ramro surakcha hune xa... yedhi, sarkhar le gadi pani didaina bhane...ssp batai daro bharpardo gadi ra surakhxa guard haru ko awasek xa.. jaha tyaha j paye tyai na khanu ,ra na janu ...hos bichar garerai...matra garnu awasek xa.......kina ki.....!! 😊🇳🇵💪",0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Tei bhayera bike bata ladeko muji samshdh ma bhannu praxa ni pm barabar ko suvhidha chaiyo bhaner kati magna janeko ho qr pugen,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,"Tero aukat chaina harka bro car chalauna 
Qr bata kinda huncha",0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Chanda uthai aba QR,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Tyo chai abasyak cha tapailai.,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Tme bike chada car chada dai tara nasunau na ho 🙏,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Feri hood ma basera chalauna mildaina ni sampang kaka 😬😒😒,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Bewora ta gadha  chadne xa,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Gadi haina gadha chai dina parxa suhauxa,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Yo daju kherai gako raixa,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Mananiya jeou le kaha aaru sanga maghe ho aafai gadi banai deoum na lu Ta gardium ta 🤣,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Harke lai security nepali bro diye hunxa nepal sarkar le🤭🤭,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Um hai tyo ni ho😀😀,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,3 seat le kei hudoina hajur  bike  i dheroi ho 😄🤣,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,J kura ma pani ulto artha laune 🙄,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Gadi ni afai shramdan garera banauna mildeina mananiya jieu?,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Facebook bata magne ho ta guithe?,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Dhunga bokna lai hola 🤣🤣gadi ma,0,https://www.facebook.com/share/p/18JfnaJorD/
"अब मलाई नि security सहितको सरकारी गाडी चाहियो है, रास्वपा सर्कार ! Bike कुदाउँदा साह्रै खिसीटिउरी गरे तिम्रा समरठोकहरुले 🤣🤣🤣 ! नेता भा र बाइक चढ्ने ? भन्दै उडाए !",,Ko ho ra yo?,0,https://www.facebook.com/share/p/18JfnaJorD/
