post_url,id,text,author_name,author_profile_url,comment_time,reactions_count,replies_count
https://www.facebook.com/share/p/1Ewe6gMpxb/,2602767093511885,Aba chhora/ chhori harule aa aafna buwa harulai amale party ma najane aviyan chalauna ni feri😁😁,Grish Chaudhary,https://www.facebook.com/ucancallme.grish,2026-06-05T03:36:27.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,1462357705935581,Last A ♠️ trop use gardai cha,Yoowan Pradhan,https://www.facebook.com/yoowan.pradhan,2026-06-05T03:56:13.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,1301261825492032,Yetiko huda nee ajhai hami janta ko buddhi feriyena bhane chai hami sachai bheda nai hoo .,Samim Ghimire,https://www.facebook.com/pfbid037krnxBxY6g1jLga1eWw42Jh5hDnBqNsi3mSQ5BTPwCrDafthnvS1YnmtvakrXj7Vl,2026-06-05T13:43:41.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,1708673076807441,1 lakh nai diye pani jindagi ma yemale bandina 😬😬,RT BaBu,https://www.facebook.com/ramu.tiwari.942,2026-06-05T03:57:27.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,4004084363218203,Budo Lai patan lagera check garaune bela vako xa,Dipesh Babu,https://www.facebook.com/dipeshbabud,2026-06-05T03:02:43.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,1000442319239210,Rajtantra kina birodh garnu ta?,Gaurab Kharel,https://www.facebook.com/gaurab123,2026-06-05T03:40:22.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,1331897842219710,18 Years muniko lai hola?,Krishna Paudel,https://www.facebook.com/pkrrishl,2026-06-05T03:21:33.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,1023735483462830,Des bigarne nai jholey haru hun,Manoj Karna,https://www.facebook.com/manoj.karna.718,2026-06-05T09:45:34.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,977781405119877,Yo budo jiudaixa 😂,Kamal Khadka,https://www.facebook.com/kamalkhadkka321,2026-06-05T04:29:04.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,1478106560208796,Aani hunxa ta desh ko bikas?,Bishal Dhakal,https://www.facebook.com/neymarzetes.bishal,2026-06-05T04:15:51.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,4371655899713184,Haittttt!!!!!!aba dheraika aama baba le amale chodne vaye 🤔😢😩,Sandox Karanjit,https://www.facebook.com/profile.php?id=549241707,2026-06-05T07:35:17.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,1465409844900789,Sachu Gurung haina hola dai,Lokesh Kunwar,https://www.facebook.com/lokesh.kunwar.526,2026-06-05T03:35:32.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,2538898019916610,Thakkai Teso ukto xai hunxa🤣,Nischal Mainali,https://www.facebook.com/nischal.mainali.407764,2026-06-05T04:30:16.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,2402373190244985,Kalila vayaka xoraxori lai rodmai dhalis ajhai aasa Gardai basi rakha,Baburam Pokharel,https://www.facebook.com/baburam.pokharel.5817,2026-06-05T23:01:54.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,1182710953957814,"Riyab Baniya first ta timi holau hai. 😆
Fs",Aayush Dhungana,https://www.facebook.com/aayush.dhungana.370253,2026-06-05T04:34:23.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,1347323130611866,Ho yeso garish vana jhan Tro party collapse hunxa ramro Kaam ko surbaad garish kp ba,Dahal Rajan,https://www.facebook.com/dahal.rajan.553898,2026-06-05T03:53:10.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,1223190646484749,Nata bada kirpabata vayo vanera neta lae man xodeka birseu ki Kay ho amale le,Pradip Khadka,https://www.facebook.com/profile.php?id=100004323340442,2026-06-05T15:04:50.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,2050943425817628,Yo manxe ko anuhar mero mbl ma naaune kasari banauna sakinxa,Prem Tiruwa,https://www.facebook.com/prem.bishokarma.9,2026-06-05T09:31:28.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,863239779613797,Soch ta xyaa😂,Tije Gomja Tamang,https://www.facebook.com/suman.gomja.tamang.2025,2026-06-05T03:06:11.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,2597128610705110,Yo ahile suma jiudai roixah,Jhyau Booyy,https://www.facebook.com/jhyau.booyy,2026-06-05T07:15:42.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,975749525222601,Mero ghar ma na aaija haii marlais fari 🤣,H　I　M　 A　L　ツ,https://www.facebook.com/himaldeuba.abiral,2026-06-05T06:02:58.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,1987420998628131,Samjhine pani chhamkane 😁😁,Lalita Gurung,https://www.facebook.com/lalitagurung2051,2026-06-05T03:21:35.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,1022732570273961,Keshav Paudel sorry baba hami  amale ko karekarta hudainam😂😂😂🙈,Chandra Aatreya,https://www.facebook.com/chandra.aatreya.9,2026-06-05T06:34:04.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,4236303340015075,Teri ma laitaadiii tehii aass garera morr aabaa,Raj  Dawadi,https://www.facebook.com/raj.dawadi.58,2026-06-05T05:27:38.000Z,1,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,2169967520403090,Aba jel janxa kp,Tara Rana Bhat,https://www.facebook.com/tara.ranabhat.900,2026-06-05T04:02:01.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,2073710093208362,Jabarjasti......bidyarthi sangathan kharej vaepaxi kina boulako😁baaulai man pareko xorolai man pardaina😎..partyko bare vandani des ko bare padau bujhau sikau..aafai bujhne vaesi jun partyma gaeni vayo,Ujjwal Shrestha,https://www.facebook.com/ujjwal.shrestha.7739,2026-06-05T03:13:09.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,2255862335217912,Goli tokna hola 🙄 student le,Suraj Adhikari,https://www.facebook.com/suraj.adhikari.352590,2026-06-05T03:04:15.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,930441050018277,"arko chunav samma afnai saasko  guarantee dekheyna ba ley, toli batulna thaleyxan!!😂",Kritika Bhatta,https://www.facebook.com/kritika.bhatta.39,2026-06-05T07:19:45.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,1145345305327014,Kuheyraw marxa yo budo,कविराज लिम्बू,https://www.facebook.com/kaviraja.limbu,2026-06-05T03:35:42.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,2268334567236920,"Oli comred ta yamaraj vanda pani jydro ,,,,khuruka pustantaran garda thik",Deepak Kystha,https://www.facebook.com/deepak.kystha.7,2026-06-05T07:04:52.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,1646039336685714,Ma pani aauxu,Bishhal Budhathoki,https://www.facebook.com/people/Bishhal-Budhathoki/pfbid02wdrYNrFv7ULVNHQqtFMb7X7HkzbFsBjerTDu6fouK7kt4pmFAVx1E8nMHuScGGifl/,2026-06-05T03:55:09.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,3640054279484990,Gumale hru ka ta xan din 😂😂😂😂,Sailesh Bhandari,https://www.facebook.com/shusilb.xettry,2026-06-05T13:41:29.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,1546277793884470,Kp muj.. ko k kura garnu,Bhandari Sworup,https://www.facebook.com/people/Bhandari-Sworup/pfbid0UKyu2nEfQ2sc4SF6qdb3danEKcpjwLDMopEQrPQjfsD2VjU32DUiWf3HRKAjYCxAl/,2026-06-05T02:57:10.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,1003913618853362,Janata saath napaya paxi k garnu ta..kasai le patyana 😂😂😂😂👎,Mausham Rishal,https://www.facebook.com/mausham.rishal,2026-06-05T02:57:09.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,1019926310385194,Jabarjasti hunxa,Aashish Paudel,https://www.facebook.com/wizashish,2026-06-05T05:47:56.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,2039598519967005,Kp Lai chora chore janmu vanu,Ishika Singh,https://www.facebook.com/ishika.singh.419259,2026-06-05T03:24:21.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,1480323530245072,Samjideu pani xamkideu😂,प्रदीप आचार्य,https://www.facebook.com/pradipa.acarya.976488,2026-06-05T03:01:25.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,1867857303888639,Koi Bachha bachhai haru jadainan join garna 🤣,Anmol Ghimire,https://www.facebook.com/peace4jim,2026-06-05T11:26:08.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,1902294407108523,Haasnus ta sabai janaa.,Arun Upadhyay,https://www.facebook.com/arun33rose,2026-06-05T03:38:18.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,2044947829754234,Aandolan ma pani pathaunu hai,Rohit Neupane,https://www.facebook.com/profile.php?id=100050949646473,2026-06-05T03:00:59.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,26640032605698263,Yo kina mordaina k morne bela ma hariyo kakro,Neha Pandey,https://www.facebook.com/nehah4749,2026-06-05T06:01:47.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,27847819458152142,Mero jwaii lee vannu hunxa baa tara sorry mh aaudina,Keshav Pokhrel,https://www.facebook.com/keshav.pokhrel.kanxu,2026-06-05T04:21:41.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,973841372093902,laaj ko pasaro😂😂😂😂,Leo Ram,https://www.facebook.com/leo.ram.69233,2026-06-05T10:33:10.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,983402920954686,tanasaha ko pahichan,Amod Bhattarai,https://www.facebook.com/amod.bhattarai.77,2026-06-05T02:58:38.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,1316049653286643,"Pahila ko jasto generation hoina ni yo generation 
Rato ra Kalo chhutauna sakchhan",Jayandra Bhusal,https://www.facebook.com/jayandrabhusl,2026-06-05T08:58:48.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,1711722106500037,Aru ta koi xaina aba tehi xora xori lai misayar alika gang banaune vyo budo le 😂,Anish Dahal,https://www.facebook.com/guru.vae,2026-06-05T04:45:08.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,1527850408965827,Sabai ka Amisha parajuli jasto hunxa ta,Kum Ar,https://www.facebook.com/kum.ar.630633,2026-06-05T05:53:07.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,1525509898968024,Patta saf vako xa yeti tw garna paro kra😀,Himal Sharma,https://www.facebook.com/himal.pokhrel.716,2026-06-05T03:07:42.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,35913484114966831,"Bolda bolda SAS rokiyala jasto xa muhar hearda😂 , Kaun hey ye Bhai shab😅",Neupane Prabesh,https://www.facebook.com/neupane.prabesh.888435,2026-06-05T03:33:04.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,4265295540272181,Aafno xainna ani aba aru ko baccha bigrda k janxa ..batase anda,Naren Mahato,https://www.facebook.com/profile.php?id=100006360301494,2026-06-05T08:25:32.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,4376600912651431,Malai monthly 1lakh diye ma din Ko 10 post gardinxu support ma.. free ma ta kei gardina Aba.. 😂,Sujal Thapa,https://www.facebook.com/sujal.thapa99,2026-06-05T03:46:44.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,865687989922479,Ko janxara vanera,Kalpana Ghimire,https://www.facebook.com/kalpana.ghimire.1650,2026-06-05T03:07:55.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,2079307749670351,Nati natini haru pani samabes gare ajai sugandha hunthyo ki gumale🤣🤣🤣,Mhzn Kanar,https://www.facebook.com/mhzn.kanar,2026-06-05T03:18:33.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,1738582127079657,Natinatina xute xa .. 🫣🤓,Kri Sna,https://www.facebook.com/krishly2017,2026-06-05T04:22:25.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,1536708411455675,Tetiko barsau Pura patiko Abastha herumta ram ram Jha karyakarta khojdai xa yo samay ma bhetna garo xa,Sujit Singh,https://www.facebook.com/sadhu.verma.5876,2026-06-05T06:23:28.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,1984774295500042,Pagal jatha haru,Rajesh Nyasur,https://www.facebook.com/profile.php?id=100030161298792,2026-06-05T03:25:47.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,1349114897069982,Haribijog xa hai,Sagar Thakuri,https://www.facebook.com/sagar.thakuri.7,2026-06-05T07:20:03.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,1797236108288278,Aba ta uhi khulitaii ho,Bikram Saud,https://www.facebook.com/bikram.saud.793363,2026-06-05T03:15:32.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,1453102396568986,Lu yo chai gajab Lago hai 😂,Ranjit Jung Chetry,https://www.facebook.com/ranjit.jung.chetry.2025,2026-06-05T03:38:47.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,2045406443061052,Yo niyam hamro gauka manxe ma lagu hunx ki nai 🥱,PooZaa ChhaNtyal,https://www.facebook.com/people/PooZaa-ChhaNtyal/pfbid0z8zjbRCZLyZB9BDzw8aoffgNNw6MFUmgaMhjDvmSHayjQKb5p1NK38SWMD9BoM5nl/,2026-06-05T06:18:29.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,2286278508810374,Yeslai kidney dine byakti maryo hola yo ajhai mardainatw 🙄,Saroj Joras,https://www.facebook.com/srjrbn,2026-06-05T04:19:51.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,1867969827495625,Pahilo kuro ma jadina😅,सुनिल घ्लान तामाङ,https://www.facebook.com/sunilghalaan,2026-06-05T04:40:06.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,1320541933387182,"नयाँ अभियान चलाउ काउरेट😁
Boyfriend ley girlfriend lai 
Girlfriend ley boyfriend lai anyhow join गर्ने नीति लग्नुपर्यो
अनि हप्तामा एकदिन dating जान भत्ताको पनि व्यवस्था गर्नुपर्यो। यो नीति अवलम्बन गरे मनी झोले बन्न तयार काउरेट खडकशमशेरको😁😁",Narendra Awasthi,https://www.facebook.com/pfbid0iFhYFiFod3m4WPNXhGTyifPLoDGNeT8hhsZq3WnAt5RGUqvdX21gnypXzGSqTSBkl,2026-06-05T03:21:17.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,1011903808248356,"Pinda dina tah 5-6 maina baki xa kina 1 barsa napugi yo aatma xatpatai rako xa. 
Ah koisaile yo dukhi aatma ko kura tah sundeu🤣🤣🤣😂😂😂😂",Rabin Rimal,https://www.facebook.com/rabin.rimal.92,2026-06-05T06:11:21.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,1930829654303633,"""Marne bela hariyo kakro"" bhanya yei ho buda..",Dhiraj Joshi,https://www.facebook.com/dj.josh9,2026-06-05T04:00:05.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,862339426369484,Aaru ta aaunu Paro ne 🤣🤣🤣,Nabin Aryal,https://www.facebook.com/nabin.aryal.1253,2026-06-05T02:59:37.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,1504751684712693,Yesle nepo baby trend birsiye jasto xa,निकेश मगर,https://www.facebook.com/profile.php?id=100001925172714,2026-06-05T06:10:06.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,1324396885864070,Aba contact less hune din aayo mero ta 🫠,Pawan Bohara,https://www.facebook.com/unique.boyzz.56,2026-06-05T03:03:55.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,1047432954633274,Ramray manxe ghntimaxn chor sbyi yemale hun,Shyam Chauhan,https://www.facebook.com/shyam.chauhan.427685,2026-06-05T10:02:33.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,27082521484740600,Aasti vakhar ghantima vote haleka chan kehi samaye rest garna ta dinu ni.,Iswor Deuja,https://www.facebook.com/iswor.deuja.9,2026-06-05T03:51:20.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,957447410448126,Tero jabarjasto le chalcha ???(,DanGer PraBn,https://www.facebook.com/pfbid035pNafSafsuwyebPM3rag1iyizSsc8skony9QWYh7WHvX9tksR2cgGgG4PLfJaA6Gl,2026-06-05T06:00:03.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,964600566339406,Oli le yamale lai pataa saff zero  nahunjel yamale naxodni kasam khako xa,Awasar Rijal,https://www.facebook.com/awasar.rijal,2026-06-05T04:04:06.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,1056761703678556,Timiharu ko paap santan le bokdinu parne tukka,Pranath Kc,https://www.facebook.com/PKCPranath,2026-06-05T03:05:22.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,1543506403801745,Yo khate feri anuhar dekhin thalyo muji ko,Yonjan Gunjan,https://www.facebook.com/pfbid02Rkh1GWcatNnLnCtvXsrj9yfcPjGKSzQ6EHg9Sb5sLMAjVcyLaZ6Anxs8xVjPuPoZl,2026-06-05T03:07:38.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,982648067947253,Afno navayesi aruko vayeni bigarna paryo ni .. ninja technique,Samaye Paudel,https://www.facebook.com/people/Samaye-Paudel/pfbid02HExB3V6bZqhScvQzrb8bHQbVV4WzQajyooEtDC5F8cpiBUhfwseFGM29aDVDVdEMl/,2026-06-05T03:03:37.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,4570435679858262,Aile ko yuba ko gedi xaina ra gumaley party ma hana lai,Keshav Gautam,https://www.facebook.com/keshavgtm66,2026-06-05T03:37:21.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,36047837084861086,Pyramid scheme ho kya???😂,Ganesh Gaire,https://www.facebook.com/profile.php?id=762072953,2026-06-05T04:25:03.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,1278628107628210,Hami Chora chori pani baba mami laiii yemale bata xhuttauna abhiyan mai xau😌😂,Bipash Naa,https://www.facebook.com/pfbid02Ar5FbzNrz2XgSPLLUNLEqRZK9CRGWeL5NHmQZ1tLhTS2eke1aVSBw7syvQeqo9U3l,2026-06-05T03:58:10.000Z,4,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,993707110307754,"Waaighaat.....   yuwaa haru jeevan nai dhwosta hunxa. Yuwaa haru laai kaam lagaaune ani aafu MANTAREE,  ani PM hune daau maatra ho. 

Artha xaina. 

Sabai yuwaa haru aafno aafno kaam garnus, skill develop garnus. Jeevan barbaad nagarnus.",Bishnu Pandey,https://www.facebook.com/profile.php?id=100003189147234,2026-06-05T03:50:29.000Z,3,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,4376831115939641,"Bau aama ko sadasya pani jala hai, bichar gara. Go with the flow 😃",Saroj Dhakal,https://www.facebook.com/sarojdhakal061,2026-06-05T02:57:28.000Z,3,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,2620580815004251,Aba kei din ho tespaxi yesto bolne manxeko aawaj pani sunidaina,Bishwa Bhandari,https://www.facebook.com/bhandari.bishwa.88,2026-06-05T04:26:54.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,2153959125144710,Aba tei ta hola garne...normal janta le join gardaina aba,Amrit Bishwas,https://www.facebook.com/amrit.biswas.39,2026-06-05T05:18:10.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,2910099725996464,Budo baulaayo ki kya ho,Lalyt BiSta,https://www.facebook.com/lalit.bist.9469,2026-06-05T05:12:58.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,1720394029316570,Tero ta xora xori xaina ta ani😆,Aryan Puri,https://www.facebook.com/profile.php?id=100087587007527,2026-06-05T07:38:41.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,1527126925479685,Aba marne bela vaisakyo kati chumchum pareko hau anandale retired navayera,Spring Blossoms,https://www.facebook.com/pfbid0SHVJgtMC7hnET9YEp4S21gWuJp22v2JbjcvZqZuyqhKuJmcNYYnNZr9iKe45LtHfl,2026-06-05T14:31:41.000Z,0,0
https://www.facebook.com/share/p/1Ewe6gMpxb/,1467508067989258,Baula haru 😡,Ccr Ilameli,https://www.facebook.com/homnaath.pokhrel,2026-06-05T03:52:48.000Z,0,0
