"post_url","id","text","author_name","author_profile_url","comment_time","reactions_count","replies_count"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1517723469862553","ए…… 🤓","Sudarshan Shrestha","https://www.facebook.com/kalee.haakuu","2026-06-05T04:34:04.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","963788892948534","सिधै  नाति नातिना बाट सुरु गर्दा होला","Anish Dawadi","https://www.facebook.com/people/Anish-Dawadi/61556257024322/","2026-06-05T03:59:28.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","994111453111821","कुन चै छोरा छोरी मान्छन हौ अब🤣","Siddhika Karkee","https://www.facebook.com/siddhi.kaa.3","2026-06-06T02:15:56.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1498833055053132","Ati uttam karya🙏","Bhawana Dhakal","https://www.facebook.com/bhawana.dhakal.180","2026-06-05T04:51:11.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1336177181910775","Nepal maa helicopter ko khaacho hune vayo🤣🤣🤣🤣","Sanju Lama","https://www.facebook.com/swat.ak.5","2026-06-05T03:30:56.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","877899517977256","Esko jawaf Harka Sampang A Revolution le matra uttano parne gari dinu sakchha 🤣🤣🤣","Kshitiz Tamang","https://www.facebook.com/kshitiztamang30","2026-06-05T04:19:21.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1564415035342302","Kasto kasto news auna thalyo yrr","Kapendra Xettri","https://www.facebook.com/kapendra.baduwal","2026-06-05T03:26:08.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1964211440889762","Sabdhan Janta Janardan Jiu Haru Yo Ghin Lagdo Tukke Tapaiharuko Nani Babulai Bhumroma Jhoker Afu Masti Garne Fusre Kurama Na Fasnu Hola","Shankar Uprety","https://www.facebook.com/shankar.uprety.908","2026-06-05T03:10:47.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","26166173193058660","आफू बाजाई खेाकला बाजाई","पुरन बिष्ट बझाङ्ग जुजी","https://www.facebook.com/purana.bista.bajhanga.juji","2026-06-05T04:46:59.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1661502324969566","Barsha Karki k xa ta plan😂","Pratikshya Hamal","https://www.facebook.com/pratikshya.hamal.2025","2026-06-05T04:41:50.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","971878162139008","KP laai neta banaairakhnakolaagi ?","Sudarshan Mani Lamichhane","https://www.facebook.com/profile.php?id=100000227300696","2026-06-05T05:47:14.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","2833942846959899","Last way to survive 😆","Rojina Belbase","https://www.facebook.com/rojina.belbase.12","2026-06-05T07:45:59.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1564187892383673","गेल भैस 🐃पनिमे परु सहित 😄😄","Mahesh Yadav","https://www.facebook.com/mahesh.yadav.421399","2026-06-05T07:43:25.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1023324710265726","Budo pagal hune vhayo 🤡","Bhanu Pokhrel","https://www.facebook.com/bhanu.pokhrel.68823","2026-06-05T05:14:50.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","26930578836634880","Yo ta K yesko bau aaya pani belan ko ball Suna sakdaina 🙄","Manju Thamee","https://www.facebook.com/manju.thamee.2025","2026-06-05T03:38:09.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","777143598724369","मर्ने बेला उदाहरिणिय काम!!","Krishna Adhikari","https://www.facebook.com/krishna.adhikari.75223","2026-06-05T03:46:16.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","2082475726028299","पतन ऊन्मुख🤣","Basanta Paudel Nabin","https://www.facebook.com/basanta.paudel.nabin","2026-06-05T03:34:59.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","2525065057931928","Yes to padhuwalai kalle patyaune","Lakshya Kumar","https://www.facebook.com/lakshya.lakshya.3382118","2026-06-05T13:50:35.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1300092348942470","Afai janmaunus phaila ..","Smita Gurunq","https://www.facebook.com/pfbid02HYXyg7cK2wBWy9DxB1StevgDnHqBmid2n9BWf3G2eNrPX5gaxz1d8iuC5mWquALdl","2026-06-05T05:20:41.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1684994532746887","kp आउ देश बचाउ🤭🤭","Yogi Kamal","https://www.facebook.com/profile.php?id=100094456246018","2026-06-05T03:32:50.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","833288846205239","Samjine baule vaneko maile mannu parena","Aayushma Mahat","https://www.facebook.com/aayushma.mahat.79","2026-06-05T07:45:10.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1305029838450207","Manxe pugenan?? 🥸","Ajita Shiwakoti","https://www.facebook.com/ajita.shiwakoti.572184","2026-06-05T06:08:12.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","4540892639472320","मर्ता क्या नहीं कर्ता ।","Rajesh Sharma","https://www.facebook.com/profile.php?id=100004430533563","2026-06-05T05:59:27.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1922442308469809","त्यो अहिले पर्दैन 🤣🤣","SäNsä Kálî","https://www.facebook.com/sadhana.khatiwada","2026-06-05T03:21:00.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","878896395240966","कति राम्रो बुद्धिजीवी नेता कठै 🤔","संगिता गिरि","https://www.facebook.com/sangita.giri.639873","2026-06-05T04:04:41.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1036464685472250","Yaa hoo lalala","Yãmûnâ Kãrkî","https://www.facebook.com/yamuna.karki.5439","2026-06-05T03:14:25.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1325930969513561","Afna santan le pani patyauxan ki patyaudeinan ??? Sankai xa.....","Raj JC","https://www.facebook.com/amrit.thapa.9822924","2026-06-05T03:10:04.000Z","0","0"
